Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (Bytes),Transferred (Bytes),Total Transferred (Bytes),CO2 (mg),Carbon Rating,Word Count,Sentence Count,Average Words Per Sentence,Flesch Reading Ease Score,Readability,Text Ratio,Crawl Depth,Folder Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Near Duplicate Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,Language,HTTP Version,Mobile Alternate Link,JS Error,JS Warning,JS Info,JS Debug,JS Issue,Closest Semantically Similar Address,Semantic Similarity Score,No. Semantically Similar,Semantic Relevance Score,URL Encoded Address,Crawl Timestamp
https://www.endeavorfg.com/sites/endeavorfg0425.us1.advisor.ws/files/styles/rectangle_m/public/images/artem-kniaz-myiOWorAbCE-unsplash%20(1).jpg.webp?h=e91e470d&itok=UUNUUCQ5,image/webp,200,,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,21956,22547,22547,3.341,A+,0,,,,,0,2,7,,0,0,0,0,0,0,0,0,0,0,,,,,,2.417,"Tue, 16 Jun 2026 09:50:06 GMT",,,,,2,,,,,,,,,,,https://www.endeavorfg.com/sites/endeavorfg0425.us1.advisor.ws/files/styles/rectangle_m/public/images/artem-kniaz-myiOWorAbCE-unsplash%20%281%29.jpg.webp?h=e91e470d&itok=UUNUUCQ5,##########
https://www.endeavorfg.com/sites/endeavorfg0425.us1.advisor.ws/files/styles/medium/public/images/jackson_logo_reg_col_pos_rgb.png.webp?itok=f88rHEJy,image/webp,200,,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,2726,3282,3282,0.486,A+,0,,,,,0,2,7,,0,0,0,0,0,0,0,0,0,0,,,,,,1.219,"Tue, 16 Jun 2026 09:50:24 GMT",,,,,2,,,,,,,,,,,https://www.endeavorfg.com/sites/endeavorfg0425.us1.advisor.ws/files/styles/medium/public/images/jackson_logo_reg_col_pos_rgb.png.webp?itok=f88rHEJy,##########
https://www.endeavorfg.com/category/retirement,text/html; charset=UTF-8,200,,Indexable,,Retirement | Endeavor Financial Group,37,342,,0,0,,0,Retirement,10,,0,,0,,0,,,,,,,,,,131673,31409,1833872,271.78,B,623,176,3.54,72.2,Fairly Easy,0.624,1,1,,266,78,0,42.39,122,48,0,16,9,8,,,,,7c0bbf5df23993a0722f2731d1c482ed,1.016,,,,,en,2,,0,0,1,0,54,,,,,https://www.endeavorfg.com/category/retirement,##########
https://www.endeavorfg.com/sites/endeavorfg0425.us1.advisor.ws/files/styles/featured_fixed_height/public/images/Blog_AW36_2026.jpg.webp?h=c1f6eb13&itok=kHOCmFKp,image/webp,200,,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,184896,185178,185178,27.443,A+,0,,,,,0,1,7,,0,0,0,0,0,0,0,0,0,0,,,,,,25.107,"Mon, 15 Jun 2026 22:40:32 GMT",,,,,2,,,,,,,,,,,https://www.endeavorfg.com/sites/endeavorfg0425.us1.advisor.ws/files/styles/featured_fixed_height/public/images/Blog_AW36_2026.jpg.webp?h=c1f6eb13&itok=kHOCmFKp,##########
https://www.endeavorfg.com/sites/endeavorfg0425.us1.advisor.ws/files/styles/max_650x650/public/images/financial-faq.jpg.webp?itok=9QSjb3LE,image/webp,200,,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,30634,30843,30843,4.571,A+,0,,,,,0,3,7,,0,0,0,0,0,0,0,0,0,0,,,,,,1.012,"Mon, 15 Jun 2026 22:44:04 GMT",,,,,2,,,,,,,,,,,https://www.endeavorfg.com/sites/endeavorfg0425.us1.advisor.ws/files/styles/max_650x650/public/images/financial-faq.jpg.webp?itok=9QSjb3LE,##########
https://www.endeavorfg.com/cdn-cgi/zaraz/s.js?z=JTdCJTIyZXhlY3V0ZWQlMjIlM0ElNUIlNUQlMkMlMjJ0JTIyJTNBJTIyQmxvZyUyMCU3QyUyMEVuZGVhdm9yJTIwRmluYW5jaWFsJTIwR3JvdXAlMjIlMkMlMjJ4JTIyJTNBMC40MDUyNzA4MjM2ODQzMDkxJTJDJTIydyUyMiUzQTQxMSUyQyUyMmglMjIlM0E3MzElMkMlMjJqJTIyJTNBNzMxJTJDJTIyZSUyMiUzQTQxMSUyQyUyMmwlMjIlM0ElMjJodHRwcyUzQSUyRiUyRnd3dy5lbmRlYXZvcmZnLmNvbSUyRmJsb2clM0ZwYWdlJTNENCUyMiUyQyUyMnIlMjIlM0ElMjIlMjIlMkMlMjJrJTIyJTNBMjQlMkMlMjJuJTIyJTNBJTIyVVRGLTglMjIlMkMlMjJvJTIyJTNBLTMzMCUyQyUyMnElMjIlM0ElNUIlN0IlMjJtJTIyJTNBJTIyc2V0JTIyJTJDJTIyYSUyMiUzQSU1QiUyMjAlMjIlMkMlMjJldmVudCUyMiUyQyU3QiUyMnNjb3BlJTIyJTNBJTIycGFnZSUyMiU3RCU1RCU3RCUyQyU3QiUyMm0lMjIlM0ElMjJzZXQlMjIlMkMlMjJhJTIyJTNBJTVCJTIyMSUyMiUyQyUyMmF3X3Nlc3Npb24lMjIlMkMlN0IlMjJzY29wZSUyMiUzQSUyMnBhZ2UlMjIlN0QlNUQlN0QlMkMlN0IlMjJtJTIyJTNBJTIyc2V0JTIyJTJDJTIyYSUyMiUzQSU1QiUyMjIlMjIlMkMlN0IlMjJkaW1lbnNpb241JTIyJTNBZmFsc2UlMkMlMjJkaW1lbnNpb242JTIyJTNBJTIyNS4xMS4wJTIyJTJDJTIyZGltZW5zaW9uMSUyMiUzQSUyMmVuZGVhdm9yZmcwNDI1JTIyJTJDJTIyZGltZW5zaW9uMiUyMiUzQTUzMzklMkMlMjJkaW1lbnNpb24zJTIyJTNBJTIyNjU1OCUyMiUyQyUyMmRpbWVuc2lvbjQlMjIlM0ElMjJhZThlM2ExOC0yYmNkLTRjYTYtOWIzMi01ODgzYWU0YTE4MGIlMjIlMkMlMjJkaW1lbnNpb243JTIyJTNBJTIyZGF3biUyMiUyQyUyMmRpbWVuc2lvbjglMjIlM0F0cnVlJTJDJTIyZGltZW5zaW9uOSUyMiUzQTAuOTgxNDU2OTUzNjQyMzg0MSUyQyUyMmRpbWVuc2lvbjEwJTIyJTNBJTIyYWN0aXZlJTIyJTJDJTIydHJhY2tpbmdfaWQlMjIlM0ElMjJHLUZFR1JKN0NLNUUlMjIlMkMlMjJzZW5kX3RvJTIyJTNBJTIyRy1GRUdSSjdDSzVFJTIyJTdEJTJDJTdCJTIyc2NvcGUlMjIlM0ElMjJwYWdlJTIyJTdEJTVEJTdEJTJDJTdCJTIybSUyMiUzQSUyMnNldCUyMiUyQyUyMmElMjIlM0ElNUIlMjIzJTIyJTJDJTIyRSUyMiUyQyU3QiUyMnNjb3BlJTIyJTNBJTIycGFnZSUyMiU3RCU1RCU3RCUyQyU3QiUyMm0lMjIlM0ElMjJzZXQlMjIlMkMlMjJhJTIyJTNBJTVCJTIyNCUyMiUyQyUyMkclMjIlMkMlN0IlMjJzY29wZSUyMiUzQSUyMnBhZ2UlMjIlN0QlNUQlN0QlMkMlN0IlMjJtJTIyJTNBJTIyc2V0JTIyJTJDJTIyYSUyMiUzQSU1QiUyMjUlMjIlMkMlMjJSJTIyJTJDJTdCJTIyc2NvcGUlMjIlM0ElMjJwYWdlJTIyJTdEJTVEJTdEJTJDJTdCJTIybSUyMiUzQSUyMnNldCUyMiUyQyUyMmElMjIlM0ElNUIlMjI2JTIyJTJDJTIySiUyMiUyQyU3QiUyMnNjb3BlJTIyJTNBJTIycGFnZSUyMiU3RCU1RCU3RCUyQyU3QiUyMm0lMjIlM0ElMjJzZXQlMjIlMkMlMjJhJTIyJTNBJTVCJTIyNyUyMiUyQyUyMjclMjIlMkMlN0IlMjJzY29wZSUyMiUzQSUyMnBhZ2UlMjIlN0QlNUQlN0QlMkMlN0IlMjJtJTIyJTNBJTIyc2V0JTIyJTJDJTIyYSUyMiUzQSU1QiUyMjglMjIlMkMlMjJDJTIyJTJDJTdCJTIyc2NvcGUlMjIlM0ElMjJwYWdlJTIyJTdEJTVEJTdEJTJDJTdCJTIybSUyMiUzQSUyMnNldCUyMiUyQyUyMmElMjIlM0ElNUIlMjI5JTIyJTJDJTIySyUyMiUyQyU3QiUyMnNjb3BlJTIyJTNBJTIycGFnZSUyMiU3RCU1RCU3RCUyQyU3QiUyMm0lMjIlM0ElMjJzZXQlMjIlMkMlMjJhJTIyJTNBJTVCJTIyMTAlMjIlMkMlMjI1JTIyJTJDJTdCJTIyc2NvcGUlMjIlM0ElMjJwYWdlJTIyJTdEJTVEJTdEJTJDJTdCJTIybSUyMiUzQSUyMnNldCUyMiUyQyUyMmElMjIlM0ElNUIlMjIxMSUyMiUyQyUyMkUlMjIlMkMlN0IlMjJzY29wZSUyMiUzQSUyMnBhZ2UlMjIlN0QlNUQlN0QlNUQlN0Q=,text/javascript; charset=utf-8,200,,Non-Indexable,noindex,,0,0,,0,0,,0,,0,,0,,0,,0,,none,,,,,,,,6139,2791,2791,0.414,A+,0,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0.121,,,,,,2,,,,,,,,,,,https://www.endeavorfg.com/cdn-cgi/zaraz/s.js?z=JTdCJTIyZXhlY3V0ZWQlMjIlM0ElNUIlNUQlMkMlMjJ0JTIyJTNBJTIyQmxvZyUyMCU3QyUyMEVuZGVhdm9yJTIwRmluYW5jaWFsJTIwR3JvdXAlMjIlMkMlMjJ4JTIyJTNBMC40MDUyNzA4MjM2ODQzMDkxJTJDJTIydyUyMiUzQTQxMSUyQyUyMmglMjIlM0E3MzElMkMlMjJqJTIyJTNBNzMxJTJDJTIyZSUyMiUzQTQxMSUyQyUyMmwlMjIlM0ElMjJodHRwcyUzQSUyRiUyRnd3dy5lbmRlYXZvcmZnLmNvbSUyRmJsb2clM0ZwYWdlJTNENCUyMiUyQyUyMnIlMjIlM0ElMjIlMjIlMkMlMjJrJTIyJTNBMjQlMkMlMjJuJTIyJTNBJTIyVVRGLTglMjIlMkMlMjJvJTIyJTNBLTMzMCUyQyUyMnElMjIlM0ElNUIlN0IlMjJtJTIyJTNBJTIyc2V0JTIyJTJDJTIyYSUyMiUzQSU1QiUyMjAlMjIlMkMlMjJldmVudCUyMiUyQyU3QiUyMnNjb3BlJTIyJTNBJTIycGFnZSUyMiU3RCU1RCU3RCUyQyU3QiUyMm0lMjIlM0ElMjJzZXQlMjIlMkMlMjJhJTIyJTNBJTVCJTIyMSUyMiUyQyUyMmF3X3Nlc3Npb24lMjIlMkMlN0IlMjJzY29wZSUyMiUzQSUyMnBhZ2UlMjIlN0QlNUQlN0QlMkMlN0IlMjJtJTIyJTNBJTIyc2V0JTIyJTJDJTIyYSUyMiUzQSU1QiUyMjIlMjIlMkMlN0IlMjJkaW1lbnNpb241JTIyJTNBZmFsc2UlMkMlMjJkaW1lbnNpb242JTIyJTNBJTIyNS4xMS4wJTIyJTJDJTIyZGltZW5zaW9uMSUyMiUzQSUyMmVuZGVhdm9yZmcwNDI1JTIyJTJDJTIyZGltZW5zaW9uMiUyMiUzQTUzMzklMkMlMjJkaW1lbnNpb24zJTIyJTNBJTIyNjU1OCUyMiUyQyUyMmRpbWVuc2lvbjQlMjIlM0ElMjJhZThlM2ExOC0yYmNkLTRjYTYtOWIzMi01ODgzYWU0YTE4MGIlMjIlMkMlMjJkaW1lbnNpb243JTIyJTNBJTIyZGF3biUyMiUyQyUyMmRpbWVuc2lvbjglMjIlM0F0cnVlJTJDJTIyZGltZW5zaW9uOSUyMiUzQTAuOTgxNDU2OTUzNjQyMzg0MSUyQyUyMmRpbWVuc2lvbjEwJTIyJTNBJTIyYWN0aXZlJTIyJTJDJTIydHJhY2tpbmdfaWQlMjIlM0ElMjJHLUZFR1JKN0NLNUUlMjIlMkMlMjJzZW5kX3RvJTIyJTNBJTIyRy1GRUdSSjdDSzVFJTIyJTdEJTJDJTdCJTIyc2NvcGUlMjIlM0ElMjJwYWdlJTIyJTdEJTVEJTdEJTJDJTdCJTIybSUyMiUzQSUyMnNldCUyMiUyQyUyMmElMjIlM0ElNUIlMjIzJTIyJTJDJTIyRSUyMiUyQyU3QiUyMnNjb3BlJTIyJTNBJTIycGFnZSUyMiU3RCU1RCU3RCUyQyU3QiUyMm0lMjIlM0ElMjJzZXQlMjIlMkMlMjJhJTIyJTNBJTVCJTIyNCUyMiUyQyUyMkclMjIlMkMlN0IlMjJzY29wZSUyMiUzQSUyMnBhZ2UlMjIlN0QlNUQlN0QlMkMlN0IlMjJtJTIyJTNBJTIyc2V0JTIyJTJDJTIyYSUyMiUzQSU1QiUyMjUlMjIlMkMlMjJSJTIyJTJDJTdCJTIyc2NvcGUlMjIlM0ElMjJwYWdlJTIyJTdEJTVEJTdEJTJDJTdCJTIybSUyMiUzQSUyMnNldCUyMiUyQyUyMmElMjIlM0ElNUIlMjI2JTIyJTJDJTIySiUyMiUyQyU3QiUyMnNjb3BlJTIyJTNBJTIycGFnZSUyMiU3RCU1RCU3RCUyQyU3QiUyMm0lMjIlM0ElMjJzZXQlMjIlMkMlMjJhJTIyJTNBJTVCJTIyNyUyMiUyQyUyMjclMjIlMkMlN0IlMjJzY29wZSUyMiUzQSUyMnBhZ2UlMjIlN0QlNUQlN0QlMkMlN0IlMjJtJTIyJTNBJTIyc2V0JTIyJTJDJTIyYSUyMiUzQSU1QiUyMjglMjIlMkMlMjJDJTIyJTJDJTdCJTIyc2NvcGUlMjIlM0ElMjJwYWdlJTIyJTdEJTVEJTdEJTJDJTdCJTIybSUyMiUzQSUyMnNldCUyMiUyQyUyMmElMjIlM0ElNUIlMjI5JTIyJTJDJTIySyUyMiUyQyU3QiUyMnNjb3BlJTIyJTNBJTIycGFnZSUyMiU3RCU1RCU3RCUyQyU3QiUyMm0lMjIlM0ElMjJzZXQlMjIlMkMlMjJhJTIyJTNBJTVCJTIyMTAlMjIlMkMlMjI1JTIyJTJDJTdCJTIyc2NvcGUlMjIlM0ElMjJwYWdlJTIyJTdEJTVEJTdEJTJDJTdCJTIybSUyMiUzQSUyMnNldCUyMiUyQyUyMmElMjIlM0ElNUIlMjIxMSUyMiUyQyUyMkUlMjIlMkMlN0IlMjJzY29wZSUyMiUzQSUyMnBhZ2UlMjIlN0QlNUQlN0QlNUQlN0Q=,##########
https://www.endeavorfg.com/node_modules/foundation-sites/dist/js/plugins/foundation.util.imageLoader.js?v=6.5.3,application/javascript,200,,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,8230,1994,1994,0.296,A+,0,,,,,0,1,5,,0,0,0,0,0,0,0,0,0,0,,,,,,25.046,"Tue, 27 Aug 2024 21:31:23 GMT",,,,,2,,,,,,,,,,,https://www.endeavorfg.com/node_modules/foundation-sites/dist/js/plugins/foundation.util.imageLoader.js?v=6.5.3,##########
https://www.endeavorfg.com/category/tax-planning,text/html; charset=UTF-8,200,,Indexable,,Tax Planning | Endeavor Financial Group,39,358,,0,0,,0,Tax Planning,12,,0,,0,,0,,,,,,,,,,129796,31236,1762095,261.142,B,642,170,3.776,75.048,Fairly Easy,0.63,1,1,,160,61,0,33.15,114,45,0,16,9,8,,,,,c3ffb2db7b39239d44f79da92724fe3e,1.281,,,,,en,2,,0,0,1,0,54,,,,,https://www.endeavorfg.com/category/tax-planning,##########
https://www.endeavorfg.com/sites/endeavorfg0425.us1.advisor.ws/files/styles/max_650x650/public/images/the-ultimate-retirement-planning-guide-free-pdf-574831.png.webp?itok=rStJsD2_,image/webp,200,,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,14502,15113,15113,2.24,A+,0,,,,,0,3,7,,0,0,0,0,0,0,0,0,0,0,,,,,,1.905,"Tue, 16 Jun 2026 09:52:25 GMT",,,,,2,,,,,,,,,,,https://www.endeavorfg.com/sites/endeavorfg0425.us1.advisor.ws/files/styles/max_650x650/public/images/the-ultimate-retirement-planning-guide-free-pdf-574831.png.webp?itok=rStJsD2_,##########
https://www.endeavorfg.com/node_modules/foundation-sites/dist/js/plugins/foundation.accordionMenu.js?v=6.5.3,application/javascript,200,,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,25849,5583,5583,0.827,A+,0,,,,,0,1,5,,0,0,0,0,0,0,0,0,0,0,,,,,,25.058,"Tue, 27 Aug 2024 21:31:23 GMT",,,,,2,,,,,,,,,,,https://www.endeavorfg.com/node_modules/foundation-sites/dist/js/plugins/foundation.accordionMenu.js?v=6.5.3,##########
